,img,c0,c1,c2,c3,c4,c5,c6,c7,c8,c9,true_label
7384,img_86992.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.97,1
139,img_87018.jpg,0.01,0.01,0.01,0.37,0.01,0.01,0.01,0.01,0.61,0.01,1
4747,img_872.jpg,0.01,0.01,0.17,0.01,0.01,0.01,0.01,0.01,0.01,0.87,1
1118,img_87427.jpg,0.67,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.31,1
7368,img_87799.jpg,0.06,0.01,0.01,0.28,0.01,0.01,0.01,0.01,0.05,0.61,1
5769,img_87879.jpg,0.04,0.01,0.92,0.05,0.01,0.01,0.01,0.01,0.02,0.01,1
7356,img_87887.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.99,1
7393,img_87958.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.96,1
86,img_88381.jpg,0.09,0.10,0.01,0.01,0.76,0.03,0.01,0.01,0.02,0.01,1
79,img_88453.jpg,0.79,0.14,0.01,0.01,0.01,0.01,0.01,0.01,0.06,0.01,1
4743,img_88730.jpg,0.01,0.01,0.14,0.01,0.01,0.01,0.01,0.01,0.01,0.90,1
2252,img_88768.jpg,0.07,0.19,0.26,0.01,0.01,0.04,0.08,0.15,0.20,0.01,1
136,img_8888.jpg,0.01,0.01,0.01,0.42,0.01,0.01,0.01,0.01,0.56,0.01,1
92,img_8895.jpg,0.10,0.02,0.01,0.02,0.01,0.01,0.01,0.01,0.90,0.01,1
4723,img_89472.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.11,0.91,1
159,img_89704.jpg,0.02,0.20,0.01,0.16,0.01,0.01,0.01,0.01,0.32,0.29,1
5767,img_90023.jpg,0.01,0.01,0.74,0.26,0.01,0.01,0.01,0.01,0.01,0.01,1
1052,img_90271.jpg,0.01,0.17,0.01,0.01,0.01,0.01,0.86,0.01,0.01,0.01,1
5781,img_90351.jpg,0.35,0.01,0.03,0.08,0.01,0.01,0.01,0.54,0.01,0.01,1
117,img_90468.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.97,0.02,1
7408,img_9061.jpg,0.02,0.07,0.01,0.01,0.01,0.01,0.01,0.01,0.72,0.17,1
3422,img_90672.jpg,0.01,0.01,0.01,0.01,0.08,0.01,0.01,0.96,0.01,0.01,1
1022,img_90725.jpg,0.02,0.22,0.01,0.01,0.07,0.40,0.02,0.01,0.01,0.27,1
7400,img_91135.jpg,0.01,0.23,0.01,0.01,0.01,0.01,0.01,0.01,0.10,0.66,1
6575,img_9122.jpg,0.73,0.01,0.01,0.01,0.01,0.01,0.01,0.16,0.01,0.09,1
4733,img_9130.jpg,0.01,0.01,0.04,0.01,0.01,0.01,0.01,0.01,0.07,0.91,1
116,img_91481.jpg,0.04,0.02,0.01,0.01,0.01,0.88,0.01,0.01,0.01,0.08,1
3382,img_91835.jpg,0.01,0.48,0.01,0.01,0.02,0.01,0.01,0.50,0.01,0.01,1
1132,img_91855.jpg,0.04,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.99,1
4736,img_924.jpg,0.01,0.01,0.36,0.01,0.01,0.01,0.01,0.02,0.02,0.59,1
4722,img_92506.jpg,0.01,0.01,0.51,0.01,0.01,0.01,0.03,0.01,0.23,0.23,1
7348,img_92935.jpg,0.01,0.03,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.95,1
3393,img_93334.jpg,0.01,0.12,0.01,0.01,0.04,0.01,0.01,0.66,0.01,0.17,1
1129,img_93494.jpg,0.15,0.01,0.01,0.01,0.02,0.03,0.03,0.08,0.01,0.68,1
4785,img_93870.jpg,0.04,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.98,1
7421,img_93879.jpg,0.01,0.28,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.70,1
1121,img_94146.jpg,0.02,0.03,0.01,0.01,0.01,0.03,0.26,0.01,0.01,0.65,1
6521,img_94295.jpg,0.18,0.03,0.01,0.01,0.01,0.01,0.01,0.59,0.03,0.17,1
1050,img_94444.jpg,0.01,0.04,0.01,0.01,0.01,0.01,0.73,0.01,0.03,0.20,1
1134,img_94577.jpg,0.14,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.88,1
7375,img_95090.jpg,0.01,0.07,0.01,0.01,0.01,0.01,0.01,0.01,0.07,0.92,1
4711,img_95373.jpg,0.01,0.01,0.05,0.01,0.01,0.01,0.01,0.01,0.01,0.99,1
1093,img_95423.jpg,0.03,0.27,0.01,0.01,0.01,0.01,0.01,0.12,0.01,0.56,1
7385,img_95566.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.96,1
7378,img_95820.jpg,0.01,0.02,0.01,0.02,0.01,0.01,0.01,0.01,0.02,0.98,1
1126,img_95825.jpg,0.04,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.96,1
146,img_96038.jpg,0.02,0.01,0.01,0.06,0.01,0.01,0.01,0.01,0.97,0.01,1
1076,img_96239.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.25,0.72,1
1078,img_9655.jpg,0.01,0.01,0.01,0.01,0.09,0.01,0.02,0.01,0.04,0.89,1
1064,img_96828.jpg,0.01,0.05,0.01,0.01,0.02,0.01,0.11,0.40,0.01,0.43,1
1091,img_9726.jpg,0.03,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.97,1
95,img_97835.jpg,0.16,0.08,0.01,0.36,0.01,0.01,0.01,0.03,0.35,0.01,1
4763,img_98440.jpg,0.01,0.09,0.11,0.01,0.01,0.01,0.01,0.01,0.01,0.79,1
104,img_98532.jpg,0.03,0.05,0.01,0.88,0.01,0.01,0.01,0.01,0.08,0.01,1
83,img_98647.jpg,0.07,0.06,0.01,0.01,0.75,0.01,0.01,0.08,0.03,0.01,1
4761,img_99036.jpg,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.96,1
137,img_99119.jpg,0.01,0.01,0.01,0.24,0.01,0.01,0.01,0.01,0.75,0.01,1
5763,img_9915.jpg,0.01,0.01,0.74,0.26,0.01,0.01,0.01,0.01,0.01,0.01,1
5793,img_99337.jpg,0.01,0.01,0.77,0.23,0.01,0.01,0.01,0.01,0.01,0.01,1
4729,img_9956.jpg,0.01,0.01,0.02,0.04,0.01,0.01,0.01,0.01,0.01,0.99,1
4750,img_9974.jpg,0.12,0.01,0.51,0.01,0.01,0.01,0.02,0.08,0.03,0.22,1
7507,img_100108.jpg,0.01,0.75,0.01,0.01,0.01,0.01,0.01,0.01,0.24,0.01,2
4091,img_100242.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.08,0.97,0.01,0.01,2
7458,img_100458.jpg,0.01,0.46,0.01,0.01,0.01,0.01,0.01,0.01,0.26,0.27,2
7495,img_100738.jpg,0.01,0.16,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.86,2
6601,img_100813.jpg,0.08,0.01,0.29,0.01,0.01,0.01,0.01,0.16,0.42,0.04,2
239,img_10108.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.00,0.01,2
4117,img_101653.jpg,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.16,0.86,0.01,2
5848,img_102007.jpg,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.98,0.01,2
7511,img_10607.jpg,0.01,0.55,0.01,0.01,0.01,0.08,0.01,0.01,0.07,0.30,2
4073,img_10697.jpg,0.02,0.01,0.15,0.01,0.01,0.01,0.01,0.03,0.79,0.01,2
4053,img_11202.jpg,0.06,0.02,0.01,0.01,0.01,0.01,0.01,0.50,0.42,0.01,2
4804,img_11278.jpg,0.01,0.01,0.33,0.01,0.21,0.01,0.01,0.01,0.01,0.43,2
6604,img_11319.jpg,0.01,0.01,0.17,0.01,0.01,0.01,0.01,0.86,0.01,0.01,2
5847,img_11520.jpg,0.01,0.01,0.10,0.01,0.01,0.01,0.01,0.01,0.95,0.01,2
6670,img_11553.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.99,0.01,0.01,2
237,img_11704.jpg,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.98,0.01,2
7465,img_11744.jpg,0.01,0.03,0.01,0.01,0.01,0.01,0.01,0.01,0.70,0.27,2
4806,img_12612.jpg,0.01,0.01,0.27,0.05,0.15,0.01,0.01,0.01,0.01,0.54,2
235,img_12723.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.19,0.85,0.01,2
4059,img_12784.jpg,0.48,0.08,0.01,0.01,0.01,0.01,0.01,0.12,0.32,0.01,2
5841,img_13107.jpg,0.01,0.01,0.20,0.01,0.02,0.01,0.01,0.01,0.77,0.01,2
7463,img_13188.jpg,0.01,0.06,0.01,0.01,0.01,0.04,0.01,0.01,0.06,0.89,2
7500,img_13221.jpg,0.01,0.99,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,2
6667,img_13241.jpg,0.01,0.01,0.04,0.01,0.01,0.01,0.01,0.95,0.01,0.01,2
175,img_13420.jpg,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.95,0.01,2
238,img_13469.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.98,0.01,2
216,img_13601.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.98,0.01,2
182,img_13623.jpg,0.06,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.97,0.01,2
4085,img_13894.jpg,0.64,0.01,0.21,0.01,0.01,0.01,0.12,0.01,0.01,0.01,2
242,img_13963.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.00,0.01,2
1185,img_14731.jpg,0.01,0.01,0.49,0.01,0.01,0.01,0.01,0.01,0.50,0.01,2
5820,img_14983.jpg,0.01,0.01,0.20,0.01,0.77,0.01,0.01,0.01,0.01,0.01,2
7450,img_15219.jpg,0.01,0.28,0.01,0.01,0.01,0.01,0.01,0.01,0.72,0.01,2
3467,img_15440.jpg,0.01,0.26,0.11,0.01,0.02,0.01,0.01,0.06,0.54,0.01,2
7455,img_15520.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.48,0.51,2
7448,img_15659.jpg,0.01,0.15,0.01,0.01,0.01,0.01,0.01,0.01,0.11,0.74,2
7439,img_15756.jpg,0.01,0.94,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.11,2
1149,img_15791.jpg,0.01,0.01,0.34,0.01,0.01,0.01,0.01,0.01,0.63,0.03,2
7520,img_15905.jpg,0.01,0.01,0.03,0.01,0.01,0.02,0.01,0.01,0.16,0.80,2
1186,img_15972.jpg,0.01,0.01,0.06,0.01,0.01,0.01,0.01,0.01,0.99,0.01,2
205,img_16161.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.00,0.01,2
7466,img_16231.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.00,0.04,2
7475,img_16635.jpg,0.01,0.41,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.58,2
7461,img_16831.jpg,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.78,0.20,2
7445,img_16853.jpg,0.01,0.69,0.01,0.01,0.01,0.01,0.01,0.01,0.31,0.01,2
196,img_16918.jpg,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.97,0.01,2
227,img_17645.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.99,0.01,2
4049,img_1803.jpg,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.95,0.02,0.01,2
4803,img_18257.jpg,0.01,0.01,0.43,0.02,0.02,0.01,0.01,0.01,0.01,0.53,2
1230,img_18370.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.95,0.09,2
166,img_19275.jpg,0.14,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.91,0.01,2
1229,img_19357.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.12,0.01,0.69,0.18,2
2397,img_19409.jpg,0.01,0.12,0.24,0.01,0.01,0.01,0.61,0.01,0.01,0.01,2
4107,img_19512.jpg,0.05,0.01,0.01,0.01,0.01,0.01,0.01,0.23,0.72,0.01,2
200,img_19951.jpg,0.09,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.96,0.01,2
4111,img_20066.jpg,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.13,0.90,0.01,2
7469,img_20114.jpg,0.01,0.65,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.33,2
7477,img_20214.jpg,0.01,0.06,0.01,0.01,0.01,0.01,0.01,0.01,0.08,0.91,2
7478,img_20223.jpg,0.01,0.94,0.01,0.01,0.01,0.01,0.01,0.01,0.11,0.01,2
2391,img_20292.jpg,0.01,0.89,0.01,0.01,0.01,0.01,0.15,0.01,0.01,0.01,2
2424,img_20430.jpg,0.34,0.30,0.28,0.01,0.01,0.01,0.01,0.04,0.02,0.01,2
4069,img_2046.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.99,0.03,0.01,2
5838,img_21185.jpg,0.01,0.01,0.09,0.01,0.05,0.01,0.01,0.01,0.90,0.01,2
1168,img_2147.jpg,0.01,0.01,0.48,0.01,0.01,0.01,0.01,0.01,0.49,0.03,2
1223,img_21755.jpg,0.01,0.01,0.18,0.01,0.01,0.01,0.01,0.01,0.24,0.58,2
4089,img_21762.jpg,0.08,0.01,0.01,0.01,0.01,0.01,0.01,0.97,0.01,0.01,2
4113,img_22028.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.99,0.01,2
174,img_22384.jpg,0.03,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.95,0.01,2
228,img_22414.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.00,0.01,2
4808,img_22831.jpg,0.01,0.01,0.03,0.01,0.96,0.01,0.01,0.01,0.01,0.05,2
1197,img_23015.jpg,0.06,0.01,0.10,0.01,0.01,0.01,0.19,0.01,0.12,0.53,2
2373,img_23060.jpg,0.01,0.96,0.06,0.01,0.01,0.01,0.02,0.01,0.01,0.01,2
4080,img_23270.jpg,0.05,0.01,0.05,0.04,0.01,0.01,0.01,0.89,0.01,0.01,2
5817,img_23349.jpg,0.03,0.01,0.18,0.01,0.72,0.01,0.01,0.01,0.02,0.04,2
1246,img_23406.jpg,0.01,0.01,0.09,0.01,0.01,0.01,0.90,0.01,0.01,0.04,2
4108,img_23516.jpg,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.60,0.38,0.01,2
233,img_23792.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.04,1.00,0.01,2
7482,img_23794.jpg,0.01,0.03,0.01,0.01,0.01,0.01,0.01,0.01,0.97,0.01,2
4093,img_23933.jpg,0.35,0.10,0.01,0.01,0.01,0.01,0.01,0.30,0.25,0.01,2
7430,img_24023.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.00,0.01,2
2372,img_2403.jpg,0.01,0.06,0.01,0.01,0.01,0.01,0.94,0.01,0.01,0.01,2
7428,img_24508.jpg,0.01,0.89,0.01,0.01,0.01,0.01,0.01,0.01,0.16,0.01,2
201,img_24630.jpg,0.05,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.95,0.01,2
1227,img_25064.jpg,0.01,0.01,0.10,0.01,0.01,0.01,0.01,0.01,0.52,0.37,2
5812,img_25465.jpg,0.07,0.01,0.36,0.08,0.37,0.01,0.01,0.02,0.02,0.07,2
186,img_25551.jpg,0.06,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.98,0.01,2
4070,img_25667.jpg,0.41,0.04,0.01,0.01,0.01,0.01,0.01,0.30,0.24,0.01,2
6628,img_25728.jpg,0.01,0.01,0.15,0.01,0.01,0.01,0.01,0.89,0.01,0.01,2
1170,img_26056.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.95,0.01,0.03,0.01,2
211,img_26277.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.99,0.01,2
212,img_26588.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.99,0.01,2
169,img_26714.jpg,0.04,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.95,0.01,2
7494,img_26768.jpg,0.01,0.93,0.01,0.01,0.01,0.01,0.02,0.01,0.10,0.01,2
188,img_26979.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.99,0.01,2
4088,img_27476.jpg,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.97,0.01,0.01,2
7484,img_27484.jpg,0.01,0.01,0.01,0.01,0.01,0.03,0.01,0.01,0.99,0.04,2
1161,img_27627.jpg,0.01,0.01,0.19,0.01,0.01,0.01,0.01,0.01,0.61,0.19,2
4120,img_27943.jpg,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.04,0.98,0.01,2
3441,img_28092.jpg,0.01,0.16,0.01,0.01,0.01,0.01,0.01,0.56,0.28,0.01,2
2500,img_28156.jpg,0.01,0.05,0.25,0.01,0.03,0.01,0.66,0.01,0.02,0.01,2
5825,img_28590.jpg,0.02,0.01,0.38,0.01,0.43,0.01,0.04,0.01,0.10,0.01,2
6607,img_28700.jpg,0.01,0.01,0.33,0.01,0.01,0.01,0.01,0.55,0.12,0.01,2
1158,img_29151.jpg,0.01,0.01,0.26,0.01,0.01,0.01,0.01,0.01,0.71,0.02,2
7488,img_29170.jpg,0.01,0.01,0.01,0.01,0.03,0.01,0.99,0.01,0.02,0.01,2
7437,img_2967.jpg,0.01,0.15,0.01,0.01,0.01,0.01,0.01,0.01,0.89,0.01,2
3428,img_29672.jpg,0.01,0.01,0.04,0.01,0.01,0.01,0.01,0.36,0.60,0.01,2
206,img_29726.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.99,0.01,2
4096,img_29810.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.00,0.01,0.01,2
1220,img_30234.jpg,0.01,0.01,0.04,0.01,0.01,0.01,0.01,0.01,0.36,0.60,2
3483,img_30349.jpg,0.01,0.09,0.03,0.01,0.01,0.01,0.01,0.01,0.92,0.01,2
246,img_30589.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.98,0.01,2
7504,img_30690.jpg,0.01,0.01,0.01,0.01,0.01,0.13,0.01,0.01,0.85,0.06,2
5821,img_30728.jpg,0.01,0.01,0.06,0.01,0.34,0.01,0.01,0.01,0.59,0.01,2
185,img_31212.jpg,0.03,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.96,0.01,2
7443,img_31406.jpg,0.01,0.03,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.95,2
4075,img_31422.jpg,0.66,0.01,0.01,0.01,0.01,0.01,0.01,0.20,0.14,0.01,2
7498,img_31569.jpg,0.01,0.96,0.01,0.01,0.01,0.03,0.01,0.01,0.01,0.01,2
3478,img_32050.jpg,0.01,0.22,0.22,0.01,0.21,0.02,0.01,0.03,0.20,0.10,2
177,img_32133.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.99,0.01,2
1219,img_32157.jpg,0.01,0.01,0.41,0.01,0.01,0.01,0.01,0.01,0.13,0.45,2
7480,img_32165.jpg,0.01,0.01,0.03,0.01,0.04,0.01,0.01,0.01,0.98,0.01,2
3429,img_32436.jpg,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.44,0.53,0.01,2
224,img_32644.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.98,0.01,2
7435,img_32687.jpg,0.01,0.97,0.01,0.01,0.01,0.01,0.01,0.01,0.03,0.01,2
3447,img_32895.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.52,0.46,0.01,2
5824,img_33190.jpg,0.04,0.01,0.38,0.02,0.03,0.01,0.01,0.01,0.41,0.12,2
4083,img_3348.jpg,0.68,0.11,0.09,0.01,0.01,0.01,0.01,0.05,0.07,0.01,2
5819,img_34067.jpg,0.01,0.01,0.27,0.01,0.17,0.01,0.01,0.01,0.53,0.01,2
4086,img_34169.jpg,0.04,0.01,0.01,0.01,0.01,0.01,0.03,0.96,0.01,0.01,2
7456,img_34451.jpg,0.01,0.14,0.01,0.01,0.01,0.01,0.01,0.01,0.65,0.21,2
4056,img_34699.jpg,0.03,0.01,0.01,0.01,0.01,0.01,0.01,0.43,0.53,0.01,2
6629,img_34796.jpg,0.03,0.38,0.19,0.01,0.01,0.01,0.04,0.26,0.06,0.01,2
7481,img_34920.jpg,0.01,0.07,0.01,0.01,0.01,0.01,0.01,0.01,0.98,0.01,2
184,img_34964.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.98,0.01,2
7472,img_35305.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.62,0.38,2
1195,img_35894.jpg,0.06,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.94,2
4115,img_36245.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.04,0.96,0.01,2
167,img_36309.jpg,0.32,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.68,0.01,2
2392,img_36923.jpg,0.01,0.05,0.09,0.01,0.01,0.01,0.89,0.01,0.01,0.01,2
6661,img_37188.jpg,0.01,0.17,0.02,0.01,0.01,0.01,0.01,0.78,0.01,0.03,2
7515,img_37438.jpg,0.01,0.01,0.01,0.01,0.01,0.03,0.01,0.01,0.43,0.54,2
2398,img_37483.jpg,0.01,0.22,0.21,0.01,0.01,0.01,0.51,0.02,0.01,0.01,2
7501,img_38037.jpg,0.01,0.99,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,2
7522,img_38337.jpg,0.01,0.33,0.22,0.01,0.03,0.01,0.01,0.01,0.39,0.02,2
1218,img_38384.jpg,0.01,0.01,0.28,0.01,0.01,0.01,0.01,0.02,0.11,0.59,2
4072,img_38445.jpg,0.22,0.01,0.11,0.01,0.01,0.01,0.01,0.15,0.51,0.01,2
1215,img_38467.jpg,0.01,0.01,0.17,0.01,0.01,0.01,0.01,0.02,0.75,0.05,2
2374,img_38730.jpg,0.01,0.61,0.14,0.01,0.01,0.01,0.24,0.01,0.01,0.01,2
4068,img_38818.jpg,0.06,0.28,0.01,0.01,0.01,0.01,0.01,0.06,0.60,0.01,2
6666,img_39561.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.96,0.01,0.04,2
6669,img_40017.jpg,0.03,0.59,0.06,0.01,0.01,0.01,0.01,0.30,0.01,0.01,2
1221,img_40689.jpg,0.01,0.01,0.08,0.01,0.01,0.01,0.01,0.01,0.23,0.69,2
1166,img_40815.jpg,0.01,0.01,0.19,0.01,0.01,0.01,0.01,0.01,0.78,0.02,2
1176,img_40897.jpg,0.03,0.01,0.27,0.01,0.01,0.01,0.01,0.01,0.69,0.01,2
207,img_41294.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.98,0.01,2
1142,img_4138.jpg,0.01,0.01,0.48,0.01,0.01,0.01,0.01,0.01,0.52,0.01,2
7438,img_41728.jpg,0.01,0.34,0.01,0.01,0.01,0.01,0.01,0.01,0.55,0.11,2
3460,img_42006.jpg,0.01,0.44,0.36,0.01,0.01,0.01,0.01,0.01,0.06,0.13,2
1145,img_42027.jpg,0.01,0.01,0.49,0.01,0.01,0.01,0.01,0.01,0.50,0.01,2
180,img_42132.jpg,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.96,0.01,2
195,img_42259.jpg,0.06,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.97,0.01,2
2479,img_42273.jpg,0.04,0.04,0.18,0.01,0.01,0.08,0.01,0.54,0.09,0.03,2
4065,img_42664.jpg,0.07,0.01,0.06,0.01,0.01,0.01,0.01,0.70,0.17,0.01,2
4063,img_42932.jpg,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.12,0.89,0.01,2
4094,img_42989.jpg,0.05,0.01,0.01,0.01,0.01,0.01,0.01,0.35,0.59,0.01,2
5808,img_43107.jpg,0.03,0.01,0.14,0.01,0.72,0.01,0.01,0.01,0.06,0.02,2
6597,img_4311.jpg,0.38,0.38,0.01,0.01,0.01,0.01,0.01,0.21,0.01,0.01,2
7487,img_43132.jpg,0.01,0.08,0.02,0.01,0.16,0.01,0.08,0.01,0.66,0.01,2
3448,img_4398.jpg,0.01,0.55,0.24,0.01,0.01,0.01,0.01,0.01,0.10,0.10,2
6665,img_44101.jpg,0.17,0.28,0.11,0.01,0.01,0.03,0.02,0.02,0.37,0.01,2
3468,img_44139.jpg,0.01,0.33,0.19,0.01,0.01,0.01,0.01,0.31,0.09,0.08,2
7483,img_44274.jpg,0.01,0.98,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,2
6598,img_44341.jpg,0.01,0.19,0.01,0.01,0.01,0.01,0.01,0.01,0.79,0.01,2
3427,img_44586.jpg,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.75,0.22,0.01,2
4090,img_44615.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.98,0.01,0.01,2
187,img_44691.jpg,0.07,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.97,0.01,2
2390,img_4500.jpg,0.01,0.54,0.04,0.01,0.01,0.01,0.42,0.01,0.01,0.01,2
4051,img_45570.jpg,0.01,0.01,0.04,0.01,0.01,0.01,0.01,0.72,0.23,0.01,2
4118,img_45603.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.03,0.96,0.01,2
7449,img_46160.jpg,0.01,0.62,0.01,0.01,0.01,0.01,0.01,0.01,0.37,0.01,2
7499,img_46217.jpg,0.01,0.73,0.01,0.01,0.01,0.01,0.01,0.01,0.26,0.01,2
4095,img_4701.jpg,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.97,0.01,0.01,2
7454,img_4721.jpg,0.01,0.44,0.01,0.01,0.01,0.01,0.01,0.01,0.05,0.51,2
7429,img_47662.jpg,0.01,0.90,0.01,0.01,0.01,0.01,0.01,0.01,0.13,0.01,2
5814,img_47819.jpg,0.24,0.01,0.09,0.08,0.37,0.01,0.01,0.01,0.01,0.18,2
4102,img_47918.jpg,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.97,0.01,0.01,2
165,img_48034.jpg,0.05,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.99,0.01,2
4062,img_4805.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.45,0.55,0.01,2
221,img_48117.jpg,0.22,0.01,0.01,0.01,0.01,0.47,0.05,0.01,0.22,0.03,2
1192,img_48182.jpg,0.24,0.01,0.01,0.01,0.01,0.01,0.06,0.01,0.01,0.68,2
1228,img_48207.jpg,0.01,0.01,0.19,0.01,0.01,0.01,0.01,0.01,0.31,0.49,2
4106,img_48247.jpg,0.04,0.01,0.01,0.01,0.01,0.01,0.01,0.42,0.53,0.01,2
4100,img_4838.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.99,0.01,0.01,2
231,img_4850.jpg,0.01,0.01,0.01,0.01,0.01,0.03,0.01,0.01,0.97,0.01,2
226,img_48607.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.98,0.01,2
2497,img_48614.jpg,0.01,0.01,0.02,0.01,0.01,0.01,0.98,0.01,0.01,0.01,2
215,img_48638.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.99,0.03,2
3453,img_48891.jpg,0.01,0.05,0.06,0.01,0.01,0.01,0.01,0.01,0.43,0.46,2
